,text,label
1128,"mineło juz prawie 6 dni odkad chodze do szkoly sredniej a dalej nie poznałam chimery psychopaty który zajebał DOSŁOWNIE serce swojej siostrze, współpracowac z psychicznymi doktorami, prawie doprowadzil do smierci swojego starego przyjaciela z podstawówki i zniknal w zaswiatach",Niemedyczny
1129,"Na pewno doktorowi Kosikowskiemu zostanie wręczone podziękowanie od wojewody za to, że zwrócił uwagę na kłopot, nad którym władze województwa - jak już zapowiedział wojewoda - planują się pochylić. Mało kto robi tyle dobrego dla poprawiania naszego systemu co Jakub Kosikowski.",Niemedyczny
1130,"W tv mówią o bąblowicy takiej chorobie. Może się uaktywnić nawet po 10 latach😮 czyli zjemy jagody w lesie na które naszczał lub nasrał lis, tam są jajeczka tasiemca które w nas się rozwijają. Obiawy: ból żołądka, przerzuty jak w nowotwórze. Zapobieganie: myć jagody! Idę na USG",Medyczne
1132,"""- Dwa dni temu, mimo decyzji wojewódzkiego koordynatora i wojewody, szpital odmówił przyjęcia pacjenta z gorączką, dusznością i migotaniem przedsionków. Jeździliśmy z nim od 22 do 4 robiąc około 200 km i w końcu udało się nam chorego zostawić w Nowym Dworze Mazowieckim - ...""",Medyczne
1133,"Kopalnie zalane.  Ludziom na ulicach kręci się w głowie od czystego powietrza. W aptekach puste półki po lekarstwach wykupionych przez emerytów. Zamiast kolejek do specjalistów, specjaliści w kolejkach po kasę w NFZ. Pensja średnia krajowa ucieka goniącej ją pensji minimalnej.",Medyczne
1134,"Agata Duda: społeczne inicjatywy, które służą rozpowszechnianiu wiedzy o nowotworach, odgrywają kluczową rolę. ""Szkoda, że nie miała Pani tej świadomości, kiedy Pani mąż przekazał 2 mld zł na TVP zamiast na onkologię."" - odpowiedziała Janina Ochojska    https://t.co/oFzHoo7RUE",Niemedyczny
1135,"mam kundelka, może dlatego, ale karma z marketu mu służy i smakuje, ma tak odżywiony organizm (od czasu do czasu je marchewkę gotowaną, buraki, jabłka) że przy gorączce 40 stopni szedł o własnych siłach i jeszcze zapierał się w progu łapami, co po prostu zszokowało weterynarkę",Medyczne-diagnoza
1136,"Niewielka gorączka, drętwiejące ramię i coś tam jeszcze to wg pana z telewizora ""niewielkie skutki uboczne"" covidowej szczepionki. Pierwsze. Następnych ani długoterminowych nikt nie badał, bo nie było kiedy. Odporność jest kilkumiesięczna. Będziecie się szczepić 2 razy w roku?",Medyczne
1137,"11.05. Białe 8200 i stoją. Biochemia jako-tako. Płuca podziurawione, serce rozwalone, mięśnie w fatalnym stanie, skóra jak przy nowotworze. Przez te 2 miesiące postarzałam się o jakieś 20 lat. Teraz już tylko rekonwalescencja, która może trwać pół roku... Ale mogło być gorzej.",Medyczne-diagnoza
1138,"#koronawirus #koronawiruspolska #koronawiruswpolsce #Niedzielski: ""Wisi nad nami ryzyko 3fali epidemii. Może się nałożyć na szczyt zachorowań grypowych"" 😏 Pomijając, że już nie #pandemia tylko #epidemia, to kiedyż będzie ten szczyt, skoro grypy w tym roku praktycznie nie było?",Medyczne
1140,"Piękne info dostałem.. Sami rozważcie o co kaman...  komentarz internauty:  😢😡👹   Chińskie laboratorium w Wuhan należy właściwie do Glaxo, które  przypadkowo należy do Pfizera (producenta szczepionki RNA na COVID) , który zarządza finansami Black Rock,  które  zarządza(Soros),",Niemedyczny
1141,"Jak jestem fanem @SlawomirMentzen, tak miałbym uwagę, by nie negować rzeczywistości. W rozmowie z @AnnaCzytowska pan Sławomir stwierdził, że umieralność na COVID jest na poziomie zwykłej grypy. Nie jest, choć to nie znaczy, że w swych opiniach o działaniu państwa nie ma racji.",Niemedyczny
1143,"Zlecenie od zaraz do 57-letniej kobiety z nowotworem w 45721 Haltern am See! / własne mieszkanie dla opiekunki / pomoc w codziennym życiu Krótki opis (tagi): umowa zlecenie, dla kobiety, samotna seniorka, krótki wyjazd, możliwość palenia, nowa oferta,…  https://t.co/PZDwAZqNzI",Medyczne-diagnoza
1144,"Mniej testów, a ekspert rządu jest zadowolony. A ja od miesięcy słyszę, że ""testujemy tylko objawowych"". Może o rodzaj objawów chodzi, że przedtem gorączka, potem utrata węchu, a teraz stan agonalny będzie uprawniał do testów? Ilu ludzi ma umrzeć, żeby państwo zaczęło działać?",Medyczne
1145,"Tak. To osiągnięcie naukowe na miarę pierwszego lądowania na Księżycu. Pod rozwagę antyoświeceniowcom opowiadającym, jak to pandemia pokazała bezsilność cywilizacji wobec natury. Cieszy fakt, że pierwszą działającą szczepionkę pokazał Zachód - to owoc współpracy Niemiec i USA.",Niemedyczny
1146,"@Anna_Mierzynska o katolickim głosie w dyskusji publicznej oraz skuteczności politycznej ma taki właśnie punkt wyjścia. Kiedy, jeżeli nie teraz przeprowadzić katharsis? Odkłamać ""do kości""! Nie wmawiać, że bez religii ""nie ma Polski"". W takim sensie #Hołownia jest agentem #KK.",Niemedyczny
1147,"Jebać pis. Sejm odrzucił uchwałę Senatu w sprawie ustawy covidowej. 100% dodatku dla wszystkich lekarzy, pielęgniarek i personelu szpitala walczących z koronawirusem, nie będzie.  Tak zdecydowali i zagłosowali złodzieje-milionerzy z pis.  #wypieradalać  https://t.co/XBtlGOSchd",Niemedyczny
1148,"Koronawirusy tworzą dużą i zróżnicowaną grupę wirusów występujących u wielu gatunków ssaków i ptaków, charakteryzujących się dużym stopniem zmienności oraz stosunkowo wysokim potencjałem przełamywania barier międzygatunkowych.  ▶️ https://t.co/bsfcZSyNZu  #koronawirus #COVID19",Medyczne
1151,Maseczki kurwa nie chronią i te jebane przyłbice też nie no kurwa jak można sobie taki kit wjebać do głowy wirus jest tak mały że bez problemu przejdzie przez tą szmatę maski przeciw wirusom są z filtrami i wtedy rzeczywiście to chroni a nie to co wy nosicie poczytajcie o tym!,Medyczne
1152,"Ktoś mi powie jak to działa ? Z przychodnią nie ma kontaktu. Mają najprawdopodobniej wyłączoną centralę telefoniczną. Będąc chorym, mam tam k**a iść ? Doszło do mnie, że podobno trzeba się fatygować osobiście, żeby ktoś do Ciebie za dwa dni zadzwonił.  HALOOOOOO ?!!!!!!!!!!!!!",Niemedyczny
1154,"ale mnie śmieszy, że tak wiele osób traktuje tt jakby to było jakieś miejsce dla wybranych, jak widzą gdzieś, że coś piszą o tt to już poruszenie i śmiech, jak na fb coś o tt piszą to już w ogóleXDD i jeszcze jak uważacie, że ludzie na fb są gorsi i bardziej ""rakowi"" serio?XDD",Niemedyczny
1155,"To jest plakat sympozjum poświęconego nowotworom wątroby w Turcji. Za ten plakat lekarze znowu znaleźli się na celowniku rządzącego Turcją reżimu AKP. Dlaczego? Bo wątroba na nim jest w kolorach, które są na kurdyjskiej fladze.  https://t.co/AmqWa2mljw  https://t.co/PY4C9NWJOS",Niemedyczny
1156,"No i stało się! Jest efekt farsy tzw. kobiet na ulicach Warszawy. Mój przyjaciel ZMARŁ. Jego porąbana wnuczka przyniosła z ulicy wirusa i 8 dni wystarczyło! Teraz bedzie żyła z tą traumą aczkolwiek juz poszło jej na głowę tak, że nie wychodzi z pokoju. Gówniaro zabiłaś dziadka",Medyczne-diagnoza
1157,"Nowotwór złośliwy szyszynki... A miało nie być przerzutów💔 Kacper ma 10 lat, od 2 walczy z rakiem‼️Miał być in situ, bez przerzutów. Okazało się, że to rzadka mutacja😔W Polsce leczenie pacjentów z tym nowotworem nie powiodło się nigdy🖤 Szansą jest USA🙏  https://t.co/0jaVGeSgPt",Medyczne-diagnoza
1159,"Dr. Martyka - wspaniały człowiek 💚  @a_niedzielski spróbuj wytłumaczyć ten fenomen: ""rządową agencję Public Health England, globalna liczba zachorowań na grypę w 2020 roku spadła o 98 %w porównaniu z tym samym okresem ubiegłego roku."" #FakePandemic #Plandemia #zamordyzm #zajob",Medyczne
1160,"Czy w .@SzpitalNarodowy użyto choć raz jednego z 60 respiratorów, czy nadal stoją bezużytecznie z powodu kryteriów przyjęcia? Zacznijcie leczyć pacjentów, którzy ich potrzebują - czy na miejscu jest odpowiednio wyszkolony personel? - albo przekażcie choć część innym szpitalom.",Medyczne
1161,"Podsumowując, kij w oko wszechwidzącym doktorom niczego. Jeszcze bardziej utwierdzacie mnie w przekonaniu, że dobrze, że nie planuję żadnych dzieci. Nie z moją osobowością i podejściem do małych, a już na pewno nie w tym cyrku na kółkach, bo inaczej obecnej sytuacji nie nazwę.",Niemedyczny
1162,Nie Pasteryzowany eliksir/sok z granatu Dr. Jacobsa  Moim skromnym zdaniem najlepszy suplement diety na rynku bo działa na zabójcę numer jeden i dwa.  Czyli choroby układu krążenia i nowotwory.  A powżysze działania to nie chciejstwo tylko setki badań.  https://t.co/VTMzjKkriL,Medyczne
1163,"Kim są kłusownicy mordujący słonie dla kości? Gdzie trafia kość słoniowa z Afryki?   Centrum kłusownictwa znajduje się w Afryce Wsch W ciągu ost. 5 lat Tanzania utraciła 60% pogłowia słoni , Mozambik 48% Zabijają i wieśniacy i strażnicy parków narod.🤬👇  https://t.co/pahr7XIbwB",Niemedyczny
1164,"""Gdybyśmy nagle wszyscy zamknęli się na trzy tygodnie w domach, to wówczas znaleźlibyśmy się w sytuacji, w której wirus pozostałby w naszych domach"" - powtarza prof. Gut. Tymczasem setki tysięcy dzieci i nauczycieli nadal będą codziennie spotykać się i wymieniać się wirusami.""",Medyczne
1166,Oglądałam dzisiaj I nie ma mocnych. Nie ma mocnych na Władysława Hancze i Wacława Kowalskiego. Najlepszy filmowy duet ever choć najlepszym aktorem w PL był dla mnie Jerzy Binczycki. Jego Znachora ciężko przebić. Ale ci dwaj panowie dają mi tyle radości że się pojawia uśmiech 😃,Niemedyczny
1168,"Obraz nędzy i rozpaczy. Inspektor Sanitarny w Inowrocławiu dwudziestu dwum podległym sobie przychodniom i oddziałom przydziela po pięć maseczek - słownie pięć - wycyckanych z Bydgoszczy. „Od miesięcy się przygotowywaliśmy” mówi PMM. Chyba na to, żeby jakiś dobry biznes skręcić",Medyczne
1169,"Ten TVN fajny jest. Przytacza wypowiedzi człowieka PSL i ginekologa, co w Naczelnej Izbie Lekarskiej zasiada, a był tylko stażystą, a potem karierę robił w Porozumieniu rezydentów. O czym? O tym, że PiS nierówno traktuje lekarzy. Jednym daje 200% pensji, a innym ""figę"" w walce",Niemedyczny
1170,"Prawdopodobnie mam koronę i dlatego czuje się naprawdę źle począwszy od bólu kości, głowy i nieco niewyraźnego smaku aż do mdłości i gorączki. Nie duszę się co prawda i nie robiłam testów, ale czuję się okropnie a fakt, że połowa mojej rodziny jest chora mówi samo za siebie :(",Medyczne-diagnoza
1171,"Martnotrawicie masę pieniędzy bez konsultacji z nami zamiast pomagać! Puste kosztowne ""szpitale""! rozporządzenia wbrew Konstytucji, Prawom Człowieka, Wciskacie katolikom ""produkt medyczny"" z genów abortowanych płodów! NIE MACIE PRAWA nadużywać władzy i liczyć na kolejne datki!",Niemedyczny
1172,"Tysiąc pięćset tłitów tej samej treści różniących się tylko inwersją magicznych słów. Niegdyś zapowiadający się karnista stał się oszalałym znachorem powtarzającym z błędnym wzrokiem, że jest Trybunałem, Sądem i Narodem w jednym. Nie należy drażnić biedaczka, bo kąsa i gryzie.",Niemedyczny
1173,"ZNACHOREM CZAICUE ZNACHOREM XDDD i że jak wezwie karetkę to nas złapią, w ogóle ten garaż taki w połowie to był taki otwarty i była dookoła nas dżungla i on był z bambusu zrobiony w sensie ten garaz, no i on jakieś stół położył i kurwa jakieś voodoo śródu zaczął robić no kurwa",Niemedyczny
1174,"jak ktos, zwlaszcza z mojej rodziny, mowi ze sie zle czuje lub sama to widze to od razu snuje jakies teorie a moze to udar? zawal? koronawirus? objawy nowotworu? moze sie udusi w nocy? moze trzeba jechac do szpitala?",Medyczne
1175,"Listopad 2019r.-pełno ludzi chorych w przychodniach,kolejki-bo jesień, bo wirus, jelitowka, przeziębienie itp. Antybiotyk, syrop i do domu -normalna sprawa w tym okresie. Listopad 2020r.-tylko COVID-19. KWARANTANNA NARODOWA. #zajob #niemagrypy🤔🙄Biedna gospodarka.Trzymajcie się",Medyczne
1176,"Argentyna staje się coraz bardziej imponującym krajem. Najpierw SOLIDARNIE wywalczyli zniesienie bzdurnych obostrzeń w związku z wirusem, a teraz walczą również SOLIDARNIE o prawo do życia Nienarodzonych! Polacy powinni brać przykład z Argentyńczyków.   https://t.co/m8uh0MOvl7",Niemedyczny
1177,"Nie da się go wyprodukować, a jest jedynym z najskuteczniejszych leków na #COVID19. Kto może być dawcą osocza? Na czym polega jego uzdrawiające działanie?  https://t.co/MXiE5vY04X. o tym z dyrektorem RCKiK w #Białystok o 8:10 prof. Piotrem Radziwonem.   https://t.co/1LfHU6QtW9",Medyczne
1178,"Kretynom, ktòrzy ""w trosce o zdrowie"", chcą wyszczepić Polakòw nowym, niesprawdzonym w długofalowym działaniu, preparatem należy polecić art. z 2015 o narkolepsji. Była ona skutkiem szczepionek na świńską grypę opchniętych UE w czasie ""pandemii"" 2009r.  https://t.co/GpH8MFedR3",Medyczne
1179,"Deklaracja tygodnik The Economist: ""Joe Biden nie jest cudownym lekarstwem na dolegliwości Ameryki. Ale to dobry człowiek, który przywróciłby w Białym Domu stabilność i dobre maniery. (...) Dlatego gdybyśmy mieli głosować to nasz głos trafiłby do Joe"".  https://t.co/mizr7f8P46",Niemedyczny
1180,"#Wiedźmy i #czarownice znów urzadzają #sabat na ulicach polskich miast. #RewolucjaKomunistyczna nie poprzestaje, #feminazistki domagają się krwi nienarodzonych. Ksiądz proboszcz w mojej parafii skomentował to tak: ""Diabeł wyje na ulicach, bo widzi, że przegrywa"". #StrajkKobiet",Niemedyczny
1181,"Wirusy nie przetrwają w organizmie, w którym układ immunologiczny ma zasoby obronne.Prawdziwym zagrożeniem dla wirusów jest bogata flora dobrych bakterii w naszych jelitach. Tam właśnie znajduje się nawet 70 % naszej odporności  https://t.co/ErnNaynZB7  https://t.co/Deh3vodSb4",Medyczne
1182,"Prawnego dnia mały człowiek postanowił zostać Wielkim i przeprosił naród: Kobieto,decyduj o sobie. Lekarzu, wracaj do szpitala. Policjancie, łap morderców. Pacjencie, lecz się w godziwych warunkach. Uczniu, wracaj do szkoły...itd.. Nagle, stał się cud, został Wielkim Polakiem.",Niemedyczny
1183,"Uzupełnię dzisiaj zeszyt z chemi z lekcji z wczoraj i z dziś, może ale może zrobię coś z polskiego, na angielski trochę ogarnę, przeczytam tematy a od jutra zacznę wkuwać te wirusy i robić zadania i jakie quizy tak żeby dostać 4 chociaż albo 5 ale pewnie i tak dostanę 3 albo 2",Niemedyczny
1184,"Basiukiewicz Wujek Dobra Rada..niech:  1. pusci gospoarke i życie jak konie po betonie 2. kupi kolejne 10 tysiecy respiratorów 3. Wybuduje 100 szpitali 4. sprowadzi z Chin 10 tysiecy pielegniarek i 2 tysiace lekarzy , ale Wujek Dobra Rada jest prywatnym kardiologiem z Warszawy",Niemedyczny
1186,"Przecież to się kupy nie trzyma.  ""Ani jedna z osób, które przyjęły szczepionkę podczas testów nie musiała zostać poddana hospitalizacji z powodu COVID19"" A czy te osoby były w ogóle poddane działaniu wirusa po zaszczepieniu??? Zaobserwowano skuteczność 90% i 62%. (Łoot??? 🧐🙄)",Medyczne
1188,"Dużo dziś ciekawego w ""Przy Muzyce o Sporcie"" w @RadiowaJedynka. Ode mnie rozmowa z Kamilem Stochem - między innymi o: ambicji, roli mistrza, lekarstwie na stres i tym, że pandemia dla sportowca może też mieć dobre strony. Początek tuż po 20.05. @sportradiopl #skijumpingfamily",Niemedyczny
1189,"Ludzie wolą przechorować grypę czy tam C19 w domu, boją się całego cyrku związanego z kwarant. Nie ma kogo testować. Spada liczba zakażonych. Jejku, rety, co robić? Oooo, ale przecież są inne choroby 🧐 idź do szpit., tam cię wymażą przed przyjęciem. Jest👍 Skurwysyny hipokryci.",Medyczne
1190,G.... pan wiesz o szczepieniach w Niemczech @jakubiak_marek ! Będąc tam na kontrakcie po zrobieniu RTG płuc natychmiast byłem zaszczepiony przeciw gruźlicy bo zdjęcie wykazało drobne zwapnienia w płucach. Szczęściem tylko po przebytych grypach itp. chorobach. Filozof grecki. 😕,Medyczne-diagnoza
1191,NAUKA: Remdesivir nie działa. Osocze nie działa. Maseczki nie działają. Bezobjaw. nie zakżają. 9 dni od początku objawow nie zakażają niezależnie od pcr. Niski IFR.  Dzieci są bezpieczne.  Odpornosc istnieje. Restrykcje nie pomagają.  @AndrzejDuda  @MorawieckiM  @a_niedzielski,Medyczne
1192,"*Naukowcy z University of Virginia donoszą o zidentyfikowaniu genu odpowiedzialnego za rozwój glejaka, najbardziej śmiercionośnego typu nowotworu mózgu. Odkrycie daje nadzieję na opracowanie nowych metod leczenia tej prawie zawsze śmiertelnej choroby.  https://t.co/PqtLmYyoZu",Medyczne
1194,"Hej moze warto by bylo polskiemu rzadowi dac znac o tym, ze panie w przedszkolach to tez nauczyciele, a nie opiekunki i ""przedszkolanki"" do dzieci, ktore rodzice wysylaja chore z katarami na 10-11h do placowki, gdzie nikt nawet sie nie przejmuje tym, ze kadry brakuje do pracy",Niemedyczny
1195,"Najpierw rząd ignorował 2 falę pandemii, a teraz stosują PR-owe zagrywki. Prawdziwy Szpital Narodowy jest dziś w przychodniach, karetkach pogotowia, szpitalach powiatowych i wojewódzkich - tam gdzie pozbawieni wsparcia ratownicy, lekarze i pielęgniarki walczą o życie chorych.",Niemedyczny
1196,"W mojej najbliższej rodzinie każdy miał koronę. Jedna siostra sie uchowała mimo bliskiego kontaktu z os. z wirusem i nigdy nie chorowała na koronę. Matka przeszła lekko, teść miał zapalenie oskrzeli i trochę gorzej. Ale znam osoby, które trafiły pod respirator i jedna zmarła.",Medyczne-diagnoza
